account_id,population_type
A019177,normal
A019178,hard_negative
A019179,ring
A019180,normal
A019181,normal
A019182,normal
A019183,hard_negative
A019184,hard_negative
A019185,normal
A019186,normal
A019187,normal
A019188,normal
A019189,normal
A019190,normal
A019191,hard_negative
A019192,ring
A019193,normal
A019194,normal
A019195,normal
A019196,normal
A019197,hard_negative
A019198,normal
A019199,normal
A019200,normal
A019201,normal
A019202,hard_negative
A019203,normal
A019204,normal
A019205,normal
A019206,normal
A019207,normal
A019208,normal
A019209,normal
A019210,normal
A019211,normal
A019212,normal
A019213,normal
A019214,normal
A019215,normal
A019216,normal
A019217,normal
A019218,normal
A019219,hard_negative
A019220,normal
A019221,normal
A019222,normal
A019223,normal
A019224,normal
A019225,normal
A019226,normal
A019227,hard_negative
A019228,hard_negative
A019229,normal
A019230,normal
A019231,normal
A019232,hard_negative
A019233,normal
A019234,normal
A019235,normal
A019236,normal
A019237,normal
A019238,normal
A019239,normal
A019240,normal
A019241,normal
A019242,normal
A019243,normal
A019244,normal
A019245,normal
A019246,normal
A019247,normal
A019248,normal
A019249,normal
A019250,hard_negative
A019251,normal
A019252,normal
A019253,hard_negative
A019254,normal
A019255,normal
A019256,normal
A019257,normal
A019258,normal
A019259,normal
A019260,normal
A019261,normal
A019262,normal
A019263,normal
A019264,normal
A019265,normal
A019266,normal
A019267,normal
A019268,normal
A019269,normal
A019270,hard_negative
A019271,normal
A019272,normal
A019273,normal
A019274,normal
A019275,hard_negative
A019276,normal
A019277,normal
A019278,normal
A019279,normal
A019280,normal
A019281,normal
A019282,normal
A019283,normal
A019284,hard_negative
A019285,normal
A019286,normal
A019287,normal
A019288,ring
A019289,normal
A019290,normal
A019291,normal
A019292,normal
A019293,hard_negative
A019294,normal
A019295,ring
A019296,normal
A019297,normal
A019298,ring
A019299,hard_negative
A019300,normal
A019301,normal
A019302,normal
A019303,normal
A019304,normal
A019305,hard_negative
A019306,hard_negative
A019307,normal
A019308,hard_negative
A019309,normal
A019310,normal
A019311,hard_negative
A019312,hard_negative
A019313,hard_negative
A019314,normal
A019315,normal
A019316,normal
A019317,normal
A019318,normal
A019319,normal
A019320,normal
A019321,hard_negative
A019322,normal
A019323,normal
A019324,normal
A019325,normal
A019326,normal
A019327,normal
A019328,normal
A019329,ring
A019330,normal
A019331,normal
A019332,normal
A019333,normal
A019334,normal
A019335,hard_negative
A019336,normal
A019337,normal
A019338,normal
A019339,normal
A019340,normal
A019341,normal
A019342,normal
A019343,normal
A019344,normal
A019345,normal
A019346,normal
A019347,normal
A019348,normal
A019349,normal
A019350,hard_negative
A019351,normal
A019352,normal
A019353,normal
A019354,normal
A019355,ring
A019356,normal
A019357,normal
A019358,normal
A019359,normal
A019360,hard_negative
A019361,normal
A019362,normal
A019363,normal
A019364,normal
A019365,normal
A019366,normal
A019367,normal
A019368,normal
A019369,normal
A019370,normal
A019371,normal
A019372,normal
A019373,normal
A019374,hard_negative
A019375,hard_negative
A019376,hard_negative
A019377,hard_negative
A019378,normal
A019379,hard_negative
A019380,hard_negative
A019381,normal
A019382,normal
A019383,normal
A019384,normal
A019385,normal
A019386,normal
A019387,normal
A019388,normal
A019389,hard_negative
A019390,normal
A019391,normal
A019392,normal
A019393,normal
A019394,normal
A019395,hard_negative
A019396,normal
A019397,normal
A019398,hard_negative
A019399,normal
A019400,hard_negative
A019401,normal
A019402,normal
A019403,normal
A019404,normal
A019405,hard_negative
A019406,hard_negative
A019407,normal
A019408,hard_negative
A019409,ring
A019410,normal
A019411,normal
A019412,normal
A019413,normal
A019414,hard_negative
A019415,hard_negative
A019416,hard_negative
A019417,normal
A019418,normal
A019419,normal
A019420,normal
A019421,normal
A019422,normal
A019423,normal
A019424,normal
A019425,ring
A019426,hard_negative
A019427,normal
A019428,hard_negative
A019429,normal
A019430,normal
A019431,hard_negative
A019432,hard_negative
A019433,normal
A019434,normal
A019435,normal
A019436,hard_negative
A019437,normal
A019438,normal
A019439,hard_negative
A019440,normal
A019441,normal
A019442,normal
A019443,normal
A019444,normal
A019445,normal
A019446,normal
A019447,normal
A019448,normal
A019449,normal
A019450,hard_negative
A019451,normal
A019452,normal
A019453,hard_negative
A019454,normal
A019455,normal
A019456,normal
A019457,normal
A019458,normal
A019459,normal
A019460,normal
A019461,normal
A019462,normal
A019463,hard_negative
A019464,normal
A019465,normal
A019466,normal
A019467,normal
A019468,normal
A019469,normal
A019470,normal
A019471,normal
A019472,normal
A019473,hard_negative
A019474,normal
A019475,normal
A019476,normal
A019477,normal
A019478,normal
A019479,normal
A019480,normal
A019481,normal
A019482,normal
A019483,hard_negative
A019484,normal
A019485,ring
A019486,normal
A019487,normal
A019488,normal
A019489,normal
A019490,normal
A019491,hard_negative
A019492,normal
A019493,normal
A019494,normal
A019495,normal
A019496,normal
A019497,ring
A019498,normal
A019499,normal
A019500,normal
A019501,hard_negative
A019502,normal
A019503,normal
A019504,normal
A019505,normal
A019506,normal
A019507,normal
A019508,ring
A019509,normal
A019510,normal
A019511,normal
A019512,hard_negative
A019513,normal
A019514,normal
A019515,normal
A019516,normal
A019517,normal
A019518,normal
A019519,normal
A019520,normal
A019521,normal
A019522,ring
A019523,normal
A019524,normal
A019525,normal
A019526,hard_negative
A019527,normal
A019528,hard_negative
A019529,normal
A019530,normal
A019531,normal
A019532,normal
A019533,normal
A019534,normal
A019535,normal
A019536,normal
A019537,normal
A019538,normal
A019539,normal
A019540,normal
A019541,normal
A019542,normal
A019543,normal
A019544,hard_negative
A019545,normal
A019546,normal
A019547,hard_negative
A019548,normal
A019549,normal
A019550,normal
A019551,normal
A019552,normal
A019553,normal
A019554,normal
A019555,normal
A019556,normal
A019557,normal
A019558,normal
A019559,hard_negative
A019560,normal
A019561,normal
A019562,hard_negative
A019563,normal
A019564,hard_negative
A019565,normal
A019566,normal
A019567,hard_negative
A019568,normal
A019569,normal
A019570,normal
A019571,hard_negative
A019572,normal
A019573,normal
A019574,normal
A019575,normal
A019576,normal
A019577,hard_negative
A019578,normal
A019579,normal
A019580,normal
A019581,hard_negative
A019582,normal
A019583,normal
A019584,normal
A019585,normal
A019586,normal
A019587,normal
A019588,normal
A019589,hard_negative
A019590,ring
A019591,normal
A019592,normal
A019593,normal
A019594,hard_negative
A019595,normal
A019596,normal
A019597,ring
A019598,hard_negative
A019599,normal
A019600,normal
A019601,normal
A019602,normal
A019603,ring
A019604,ring
A019605,normal
A019606,hard_negative
A019607,normal
A019608,normal
A019609,normal
A019610,normal
A019611,normal
A019612,normal
A019613,normal
A019614,normal
A019615,normal
A019616,normal
A019617,normal
A019618,normal
A019619,normal
A019620,hard_negative
A019621,hard_negative
A019622,normal
A019623,normal
A019624,normal
A019625,normal
A019626,normal
A019627,hard_negative
A019628,normal
A019629,ring
A019630,normal
A019631,normal
A019632,hard_negative
A019633,normal
A019634,normal
A019635,hard_negative
A019636,ring
A019637,hard_negative
A019638,normal
A019639,normal
A019640,hard_negative
A019641,normal
A019642,hard_negative
A019643,hard_negative
A019644,normal
A019645,normal
A019646,normal
A019647,normal
A019648,normal
A019649,normal
A019650,normal
A019651,normal
A019652,normal
A019653,normal
A019654,normal
A019655,hard_negative
A019656,normal
A019657,hard_negative
A019658,normal
A019659,hard_negative
A019660,normal
A019661,normal
A019662,hard_negative
A019663,hard_negative
A019664,ring
A019665,normal
A019666,normal
A019667,normal
A019668,normal
A019669,hard_negative
A019670,normal
A019671,normal
A019672,normal
A019673,normal
A019674,normal
A019675,normal
A019676,normal
A019677,normal
A019678,normal
A019679,normal
A019680,ring
A019681,normal
A019682,normal
A019683,normal
A019684,hard_negative
A019685,normal
A019686,normal
A019687,normal
A019688,normal
A019689,ring
A019690,hard_negative
A019691,normal
A019692,hard_negative
A019693,ring
A019694,normal
A019695,normal
A019696,normal
A019697,normal
A019698,normal
A019699,hard_negative
A019700,normal
A019701,hard_negative
A019702,normal
A019703,normal
A019704,normal
A019705,hard_negative
A019706,normal
A019707,normal
A019708,normal
A019709,normal
A019710,normal
A019711,normal
A019712,normal
A019713,normal
A019714,normal
A019715,normal
A019716,normal
A019717,hard_negative
A019718,normal
A019719,normal
A019720,normal
A019721,normal
A019722,hard_negative
A019723,normal
A019724,hard_negative
A019725,normal
A019726,normal
A019727,normal
A019728,normal
A019729,normal
A019730,normal
A019731,normal
A019732,normal
A019733,normal
A019734,hard_negative
A019735,normal
A019736,normal
A019737,normal
A019738,normal
A019739,hard_negative
A019740,hard_negative
A019741,normal
A019742,normal
A019743,normal
A019744,normal
A019745,normal
A019746,normal
A019747,normal
A019748,normal
A019749,normal
A019750,normal
A019751,normal
A019752,hard_negative
A019753,normal
A019754,normal
A019755,normal
A019756,ring
A019757,normal
A019758,normal
A019759,normal
A019760,normal
A019761,normal
A019762,normal
A019763,hard_negative
A019764,normal
A019765,normal
A019766,normal
A019767,normal
A019768,hard_negative
A019769,hard_negative
A019770,normal
A019771,normal
A019772,normal
A019773,ring
A019774,hard_negative
A019775,normal
A019776,hard_negative
A019777,hard_negative
A019778,normal
A019779,normal
A019780,normal
A019781,normal
A019782,ring
A019783,ring
A019784,normal
A019785,hard_negative
A019786,normal
A019787,normal
A019788,normal
A019789,normal
A019790,normal
A019791,normal
A019792,normal
A019793,normal
A019794,normal
A019795,hard_negative
A019796,normal
A019797,hard_negative
A019798,normal
A019799,normal
A019800,ring
A019801,normal
A019802,hard_negative
A019803,normal
A019804,hard_negative
A019805,normal
A019806,normal
A019807,hard_negative
A019808,normal
A019809,normal
A019810,normal
A019811,normal
A019812,normal
A019813,normal
A019814,normal
A019815,normal
A019816,normal
A019817,normal
A019818,ring
A019819,normal
A019820,ring
A019821,normal
A019822,normal
A019823,normal
A019824,normal
A019825,normal
A019826,hard_negative
A019827,normal
A019828,normal
A019829,normal
A019830,hard_negative
A019831,normal
A019832,normal
A019833,normal
A019834,hard_negative
A019835,normal
A019836,normal
A019837,normal
A019838,normal
A019839,normal
A019840,hard_negative
A019841,hard_negative
A019842,normal
A019843,normal
A019844,normal
A019845,ring
A019846,normal
A019847,hard_negative
A019848,normal
A019849,normal
A019850,normal
A019851,normal
A019852,normal
A019853,normal
A019854,normal
A019855,normal
A019856,normal
A019857,hard_negative
A019858,normal
A019859,normal
A019860,normal
A019861,normal
A019862,normal
A019863,normal
A019864,normal
A019865,normal
A019866,normal
A019867,normal
A019868,hard_negative
A019869,normal
A019870,hard_negative
A019871,hard_negative
A019872,normal
A019873,normal
A019874,normal
A019875,normal
A019876,normal
A019877,normal
A019878,normal
A019879,ring
A019880,hard_negative
A019881,normal
A019882,normal
A019883,normal
A019884,normal
A019885,normal
A019886,normal
A019887,normal
A019888,normal
A019889,normal
A019890,hard_negative
A019891,normal
A019892,hard_negative
A019893,normal
A019894,normal
A019895,normal
A019896,normal
A019897,normal
A019898,hard_negative
A019899,normal
A019900,normal
A019901,normal
A019902,normal
A019903,normal
A019904,normal
A019905,normal
A019906,normal
A019907,normal
A019908,normal
A019909,normal
A019910,normal
A019911,normal
A019912,normal
A019913,normal
A019914,normal
A019915,normal
A019916,normal
A019917,normal
A019918,normal
A019919,normal
A019920,hard_negative
A019921,hard_negative
A019922,hard_negative
A019923,hard_negative
A019924,normal
A019925,normal
A019926,normal
A019927,normal
A019928,normal
A019929,normal
A019930,normal
A019931,normal
A019932,normal
A019933,normal
A019934,normal
A019935,ring
A019936,normal
A019937,normal
A019938,normal
A019939,normal
A019940,normal
A019941,normal
A019942,normal
A019943,normal
A019944,hard_negative
A019945,normal
A019946,hard_negative
A019947,normal
A019948,normal
A019949,ring
A019950,normal
A019951,normal
A019952,hard_negative
A019953,normal
A019954,normal
A019955,normal
A019956,ring
A019957,normal
A019958,normal
A019959,normal
A019960,normal
A019961,normal
A019962,normal
A019963,ring
A019964,normal
A019965,normal
A019966,normal
A019967,normal
A019968,normal
A019969,normal
A019970,normal
A019971,normal
A019972,normal
A019973,ring
A019974,ring
A019975,normal
A019976,normal
A019977,normal
A019978,normal
A019979,normal
A019980,normal
A019981,hard_negative
A019982,normal
A019983,ring
A019984,normal
A019985,normal
A019986,ring
A019987,normal
A019988,normal
A019989,normal
A019990,normal
A019991,normal
A019992,normal
A019993,normal
A019994,normal
A019995,normal
A019996,ring
A019997,normal
A019998,normal
A019999,hard_negative
A020000,normal
A020001,normal
A020002,normal
A020003,normal
A020004,hard_negative
A020005,normal
A020006,normal
A020007,ring
A020008,normal
A020009,ring
A020010,normal
A020011,hard_negative
A020012,hard_negative
A020013,normal
A020014,normal
A020015,normal
A020016,normal
A020017,normal
A020018,normal
A020019,normal
A020020,normal
A020021,normal
A020022,hard_negative
A020023,normal
A020024,normal
A020025,ring
A020026,normal
A020027,hard_negative
A020028,normal
A020029,ring
A020030,ring
A020031,normal
A020032,hard_negative
A020033,hard_negative
A020034,normal
A020035,normal
A020036,hard_negative
A020037,normal
A020038,normal
A020039,normal
A020040,normal
A020041,normal
A020042,normal
A020043,normal
A020044,normal
A020045,hard_negative
A020046,normal
A020047,normal
A020048,normal
A020049,normal
A020050,normal
A020051,normal
A020052,normal
A020053,normal
A020054,normal
A020055,normal
A020056,hard_negative
A020057,hard_negative
A020058,normal
A020059,hard_negative
A020060,normal
A020061,normal
A020062,hard_negative
A020063,normal
A020064,normal
A020065,normal
A020066,normal
A020067,normal
A020068,normal
A020069,normal
A020070,normal
A020071,hard_negative
A020072,normal
A020073,normal
A020074,hard_negative
A020075,normal
A020076,normal
A020077,normal
A020078,normal
A020079,normal
A020080,normal
A020081,normal
A020082,normal
A020083,hard_negative
A020084,hard_negative
A020085,hard_negative
A020086,normal
A020087,normal
A020088,normal
A020089,normal
A020090,normal
A020091,normal
A020092,normal
A020093,normal
A020094,normal
A020095,hard_negative
A020096,hard_negative
A020097,normal
A020098,normal
A020099,normal
A020100,normal
A020101,hard_negative
A020102,hard_negative
A020103,hard_negative
A020104,normal
A020105,normal
A020106,normal
A020107,normal
A020108,normal
A020109,normal
A020110,normal
A020111,hard_negative
A020112,hard_negative
A020113,normal
A020114,normal
